desertionNo,filename,happenDt,happenPlace,kindCd,colorCd,age,weight,noticeNo,noticeSdt,noticeEdt,popfile,processState,sexCd,neuterYn,specialMark,careNm,careTel,careAddr,orgNm,chargeNm,officetel,noticeComment,numOfRows,pageNo,totalCount,Column1
446485202100425 ,http://www.animal.go.kr/files/shelter/2021/12/202201041401124_s.jpg,2021-12-30,금성면 새덕굴길 264-5,[개] 믹스견,검정&갈색,2022,1.8,전남-담양-2022-00006,20220104,20220118,http://www.animal.go.kr/files/shelter/2021/12/202201041401124.jpg,종료(자연사),F,N,[Table],담양군 동물보호센터,010-3604-1338,전라남도 담양군 용면 시암골로 280-57 (용면) :용면 두장리 21번지,전라남도 담양군,송문성,061-380-2737,,999,1,8309,0
446485202100424 ,http://www.animal.go.kr/files/shelter/2021/12/202201041401857_s.jpg,2021-12-30,금성면 새덕굴길 264-5,[개] 믹스견,흰색,2022,2,전남-담양-2022-00005,20220104,20220118,http://www.animal.go.kr/files/shelter/2021/12/202201041401857.jpg,종료(자연사),M,N,[Table],담양군 동물보호센터,010-3604-1338,전라남도 담양군 용면 시암골로 280-57 (용면) :용면 두장리 21번지,전라남도 담양군,송문성,061-380-2737,,999,1,8309,0
448535202101894 ,http://www.animal.go.kr/files/shelter/2021/12/202201030901688_s.jpg,2021-12-30,진영읍 진영로454번길 27-24,[개] 믹스견,검정색,2022,2.5,경남-김해-2022-00008,20220103,20220113,http://www.animal.go.kr/files/shelter/2021/12/202201030901688.jpg,종료(자연사),M,N,[Table],누리동물병원,051-701-7599,부산광역시 해운대구 송정2로13번길 46 (송정동) ,경상남도 김해시,김해시,055-350-4133,,999,1,8309,0
448535202101893 ,http://www.animal.go.kr/files/shelter/2021/12/202201030901216_s.jpg,2021-12-30,진영읍 진영로454번길 27-24,[개] 믹스견,흰색,2022,2.4,경남-김해-2022-00007,20220103,20220113,http://www.animal.go.kr/files/shelter/2021/12/202201030901216.jpg,종료(자연사),M,N,[Table],누리동물병원,051-701-7599,부산광역시 해운대구 송정2로13번길 46 (송정동) ,경상남도 김해시,김해시,055-350-4133,,999,1,8309,0
448535202101892 ,http://www.animal.go.kr/files/shelter/2021/12/202201030901827_s.jpg,2021-12-30,진영읍 진영로454번길 27-24,[개] 믹스견,검정,2022,2.5,경남-김해-2022-00006,20220103,20220113,http://www.animal.go.kr/files/shelter/2021/12/202201030901827.jpg,종료(자연사),F,U,[Table],누리동물병원,051-701-7599,부산광역시 해운대구 송정2로13번길 46 (송정동) ,경상남도 김해시,김해시,055-350-4133,,999,1,8309,0
448535202101891 ,http://www.animal.go.kr/files/shelter/2021/12/202201030901308_s.jpg,2021-12-30,진영읍 진영로454번길 27-24,[개] 믹스견,검정색,2022,2.3,경남-김해-2022-00005,20220103,20220113,http://www.animal.go.kr/files/shelter/2021/12/202201030901308.jpg,종료(자연사),F,U,[Table],누리동물병원,051-701-7599,부산광역시 해운대구 송정2로13번길 46 (송정동) ,경상남도 김해시,김해시,055-350-4133,,999,1,8309,0
448535202101890 ,http://www.animal.go.kr/files/shelter/2021/12/202201030901113_s.jpg,2021-12-30,진영읍 진영로454번길 27-24,[개] 믹스견,검정색,2022,2.5,경남-김해-2022-00004,20220103,20220113,http://www.animal.go.kr/files/shelter/2021/12/202201030901113.jpg,종료(자연사),F,U,[Table],누리동물병원,051-701-7599,부산광역시 해운대구 송정2로13번길 46 (송정동) ,경상남도 김해시,김해시,055-350-4133,,999,1,8309,0
448535202101889 ,http://www.animal.go.kr/files/shelter/2021/12/202201030801824_s.jpg,2021-12-30,진영읍 진영로454번길 27-24,[개] 믹스견,흰색,2022,2.5,경남-김해-2022-00003,20220103,20220113,http://www.animal.go.kr/files/shelter/2021/12/202201030801824.jpg,종료(자연사),F,U,[Table],누리동물병원,051-701-7599,부산광역시 해운대구 송정2로13번길 46 (송정동) ,경상남도 김해시,김해시,055-350-4133,,999,1,8309,0
448535202101888 ,http://www.animal.go.kr/files/shelter/2021/12/202201030801937_s.jpg,2021-12-30,전하동 467,[개] 믹스견,흰색,2022,2.6,경남-김해-2022-00002,20220103,20220113,http://www.animal.go.kr/files/shelter/2021/12/202201030801937.jpg,종료(자연사),F,U,[Table],누리동물병원,051-701-7599,부산광역시 해운대구 송정2로13번길 46 (송정동) ,경상남도 김해시,김해시,055-350-4133,,999,1,8309,0
448535202101887 ,http://www.animal.go.kr/files/shelter/2021/12/202201030801698_s.jpg,2021-12-30,전하동 467,[개] 믹스견,힌색,2022,3,경남-김해-2022-00001,20220103,20220113,http://www.animal.go.kr/files/shelter/2021/12/202201030801698.jpg,종료(자연사),F,U,[Table],누리동물병원,051-701-7599,부산광역시 해운대구 송정2로13번길 46 (송정동) ,경상남도 김해시,김해시,055-350-4133,,999,1,8309,0
441559202101291 ,http://www.animal.go.kr/files/shelter/2021/12/202112311512922_s.jpg,2021-12-30,광적면 광적로 326번길 26 인근,[개] 믹스견,갈/흰,2021,1.5,경기-양주-2022-00004,20220103,20220113,http://www.animal.go.kr/files/shelter/2021/12/202112311512922.jpg,종료(입양),F,U,[Table],한국동물구조관리협회,031-867-9119,경기도 양주시 남면 감악산로 63-37 (남면) ,경기도 양주시,양주시 동물보호팀,031-8082-7361,,999,1,8309,0
441559202101290 ,http://www.animal.go.kr/files/shelter/2021/12/202112311512412_s.jpg,2021-12-30,광적면 광적로 326번길 26 인근,[개] 믹스견,갈/흰,2021,1.5,경기-양주-2022-00003,20220103,20220113,http://www.animal.go.kr/files/shelter/2021/12/202112311512412.jpg,종료(입양),M,N,[Table],한국동물구조관리협회,031-867-9119,경기도 양주시 남면 감악산로 63-37 (남면) ,경기도 양주시,양주시 동물보호팀,031-8082-7361,,999,1,8309,0
441559202101289 ,http://www.animal.go.kr/files/shelter/2021/12/202112311512215_s.jpg,2021-12-30,광적면 광적로 326번길 26 인근,[개] 믹스견,갈/흰,2021,1.5,경기-양주-2022-00002,20220103,20220113,http://www.animal.go.kr/files/shelter/2021/12/202112311512215.jpg,종료(안락사),F,U,[Table],한국동물구조관리협회,031-867-9119,경기도 양주시 남면 감악산로 63-37 (남면) ,경기도 양주시,양주시 동물보호팀,031-8082-7361,,999,1,8309,0
441559202101288 ,http://www.animal.go.kr/files/shelter/2021/12/202112311512788_s.jpg,2021-12-30,광적면 일대,[개] 믹스견,갈,2011,15,경기-양주-2022-00001,20220103,20220113,http://www.animal.go.kr/files/shelter/2021/12/202112311512788.jpg,종료(반환),F,U,[Table],한국동물구조관리협회,031-867-9119,경기도 양주시 남면 감악산로 63-37 (남면) ,경기도 양주시,양주시 동물보호팀,031-8082-7361,,999,1,8309,0
430366202100693 ,http://www.animal.go.kr/files/shelter/2021/12/202201031301110_s.jpg,2021-12-30,도안동 갑천 트리플 3단지 인근,[개] 믹스견,갈색,2021,16,대전-서구-2022-00003,20220103,20220113,http://www.animal.go.kr/files/shelter/2021/12/202201031301110.png,종료(반환),F,U,[Table],대전동물보호센터,042-825-1118,대전광역시 유성구 금남구즉로 1234 (금고동) 대전광역시 동물보호센터,대전광역시 서구,서구,042-288-2480,,999,1,8309,0
426331202100643 ,http://www.animal.go.kr/files/shelter/2021/12/202201030901725_s.jpg,2021-12-30,우암로127,[개] 믹스견,갈색,2022,10,부산-남구-2022-00005,20220103,20220113,http://www.animal.go.kr/files/shelter/2021/12/202201030901725.jpg,종료(자연사),F,N,[Table],누리동물병원,051-701-7599,부산광역시 해운대구 송정동 85-1,부산광역시 남구,정준혁,051-607-4481,,999,1,8309,0
426331202100642 ,http://www.animal.go.kr/files/shelter/2021/12/202201030901667_s.jpg,2021-12-30,문현1동사무소,[개] 믹스견,갈색+흰색,2022,2.2,부산-남구-2022-00004,20220103,20220113,http://www.animal.go.kr/files/shelter/2021/12/202201030901667.jpg,종료(입양),F,N,[Table],누리동물병원,051-701-7599,부산광역시 해운대구 송정동 85-1,부산광역시 남구,정준혁,051-607-4481,,999,1,8309,0
426331202100641 ,http://www.animal.go.kr/files/shelter/2021/12/202201030801746_s.jpg,2021-12-30,문현1동사무소,[개] 믹스견,흰색,2022,3.2,부산-남구-2022-00003,20220103,20220113,http://www.animal.go.kr/files/shelter/2021/12/202201030801746.jpg,종료(자연사),M,N,[Table],누리동물병원,051-701-7599,부산광역시 해운대구 송정동 85-1,부산광역시 남구,정준혁,051-607-4481,,999,1,8309,0
411306202100779 ,http://www.animal.go.kr/files/shelter/2021/12/202112311512705_s.jpg,2021-12-30,면목동 55-14 인근,[고양이] 한국 고양이,검줄,2020,1.4,서울-중랑-2022-00001,20220103,20220124,http://www.animal.go.kr/files/shelter/2021/12/202112311512705.jpg,종료(자연사),F,U,[Table],한국동물구조관리협회,031-867-9119,경기도 양주시 남면 감악산로 63-37 ,서울특별시 중랑구,김가희,02-2094-0753,,999,1,8309,0
428357202101199 ,http://www.animal.go.kr/files/shelter/2021/12/202201011701716_s.jpg,2021-12-30,해안남로2425 부근,[개] 보더 콜리,흰색바탕 검은 무늬,2018,28.35,인천-강화-2022-00001,20220101,20220111,http://www.animal.go.kr/files/shelter/2021/12/202201011701716.jpg,종료(반환),F,N,[Table],베스트동물병원,032-934-9340,"인천광역시 강화군 강화읍 강화대로 217 (강화읍, 린나이보일러) ",인천광역시 강화군,강화군청,032-930-4533,,999,1,8309,0
411324202100864 ,http://www.animal.go.kr/files/shelter/2021/12/20220101120192_s.jpg,2021-12-30,강동구 명일2동 주민센터 인근,[고양이] 한국 고양이,검정/흰색,2022,1.3,서울-강동-2022-00001,20220101,20220111,http://www.animal.go.kr/files/shelter/2021/12/20220101120192.jpg,종료(자연사),F,N,[Table],GD동물병원,02-429-8822,서울특별시 강동구 상일로 13 (상일동) 1~2층 GD동물병원,서울특별시 강동구,강동구청 반려동물팀,02-3425-6015,,999,1,8309,0
450650202105357 ,http://www.animal.go.kr/files/shelter/2021/12/202112310912818_s.jpg,2021-12-30,제주시 애월읍 유수암평화5길 73-9,[개] 믹스견,흰색,2013,8,제주-제주-2021-05158,20211231,20220110,http://www.animal.go.kr/files/shelter/2021/12/202112310912818.jpg,종료(자연사),F,U,[Table],제주 동물보호센터,064-710-4065,제주특별자치도 제주시 첨단동길 184-14 (용강동) ,제주특별자치도,제주동물보호센터,064-710-4065,,999,1,8309,0
450650202105356 ,http://www.animal.go.kr/files/shelter/2021/12/202112310912857_s.jpg,2021-12-30,제주시 아라일동 구산로5길 5,[개] 믹스견,흰색,2020,13,제주-제주-2021-05157,20211231,20220110,http://www.animal.go.kr/files/shelter/2021/12/202112310912857.jpg,종료(안락사),M,N,[Table],제주 동물보호센터,064-710-4065,제주특별자치도 제주시 첨단동길 184-14 (용강동) ,제주특별자치도,제주동물보호센터,064-710-4065,,999,1,8309,0
450650202105355 ,http://www.animal.go.kr/files/shelter/2021/12/202112310912320_s.jpg,2021-12-30,서귀포시 남원읍 남원파출소,[개] 믹스견,갈색,2021,8.5,제주-제주-2021-05156,20211231,20220110,http://www.animal.go.kr/files/shelter/2021/12/202112310912320.jpg,종료(반환),M,N,[Table],제주 동물보호센터,064-710-4065,제주특별자치도 제주시 첨단동길 184-14 (용강동) ,제주특별자치도,제주동물보호센터,064-710-4065,,999,1,8309,0
450650202105354 ,http://www.animal.go.kr/files/shelter/2021/12/20211231091298_s.jpg,2021-12-30,서귀포시 동홍동 동홍로 815,[개] 믹스견,검정,2021,14.9,제주-제주-2021-05155,20211231,20220110,http://www.animal.go.kr/files/shelter/2021/12/20211231091298.jpg,종료(안락사),F,N,[Table],제주 동물보호센터,064-710-4065,제주특별자치도 제주시 첨단동길 184-14 (용강동) ,제주특별자치도,제주동물보호센터,064-710-4065,,999,1,8309,0
450650202105353 ,http://www.animal.go.kr/files/shelter/2021/12/202112310912723_s.jpg,2021-12-30,서귀포시 상효동 2204,[개] 믹스견,검정,2021,15,제주-제주-2021-05154,20211231,20220110,http://www.animal.go.kr/files/shelter/2021/12/202112310912723.jpg,종료(안락사),F,N,[Table],제주 동물보호센터,064-710-4065,제주특별자치도 제주시 첨단동길 184-14 (용강동) ,제주특별자치도,제주동물보호센터,064-710-4065,,999,1,8309,0
448543202100355 ,http://www.animal.go.kr/files/shelter/2021/12/202112311712561_s.jpg,2021-12-30,경상남도 남해군 남해읍 봉성마을,[개] 믹스견,"검은색, 갈색",2020,6,경남-남해-2021-00358,20211231,20220110,http://www.animal.go.kr/files/shelter/2021/12/202112311712561.jpeg,종료(안락사),F,N,[Table],남해군유기동물보호소,055-862-5041,경상남도 남해군 이동면 무림로 33-13 (이동면) ,경상남도 남해군,남해군,055-860-3974,,999,1,8309,0
447509202100329 ,http://www.animal.go.kr/files/shelter/2021/12/202112311612721_s.jpg,2021-12-30,영주시 필두길 32,[개] 토이 푸들,"흰색, 연황색",2011,3.8,경북-영주-2021-00310,20211231,20220110,http://www.animal.go.kr/files/shelter/2021/12/202112311612721.jpeg,종료(반환),M,Y,[Table],영주시 동물보호센터,010-6682-1185,경상북도 영주시 문수면 반구로324번길 135 (문수면) 장수면 반구리 407-8,경상북도 영주시,영주시,054-639-7592,,999,1,8309,0
447508202100583 ,http://www.animal.go.kr/files/shelter/2021/12/20211231121227_s.jpg,2021-12-30,비산동 코롱하늘채건너 하천로 부근,[개] 진도견,흰색,2019,19,경북-구미-2021-00586,20211231,20220112,http://www.animal.go.kr/files/shelter/2021/12/20211231121227.jpg,종료(반환),M,N,[Table],구미시 동물보호센터,054-471-5718,경상북도 구미시 해평면 낙동대로 2206  ,경상북도 구미시,백창훈,054-480-5842,,999,1,8309,0
446483202101093 ,http://www.animal.go.kr/files/shelter/2021/12/202112311712252_s.jpg,2021-12-30,나주시 산포면 내기리 비상활주로,[개] 믹스견,흰색,2018,17,전남-나주-2021-01014,20211231,20220110,http://www.animal.go.kr/files/shelter/2021/12/202112311712252.jpg,종료(반환),F,N,[Table],나주유기동물보호센터,010-2331-7377,전라남도 나주시 산포면 내기3길 71-43 [*미고시] ,전라남도 나주시,축산과,061-339-7604,,999,1,8309,0
446481202101114 ,http://www.animal.go.kr/files/shelter/2021/12/202112310912687_s.jpg,2021-12-30,방죽포 가든 앞,[기타축종] ,검흰색,2021,10,전남-여수-2021-00751,20211231,20220110,http://www.animal.go.kr/files/shelter/2021/12/202112310912687.jpg,종료(방사),F,N,[Table],유기동물보호소,061-659-4429,"전라남도 여수시 주동1길 32 (주삼동, 여수시농업기술센터) 여수시 유기동물보호소",전라남도 여수시,축산정책팀,061-659-4429,,999,1,8309,0
446481202101113 ,http://www.animal.go.kr/files/shelter/2021/12/202112310912115_s.jpg,2021-12-30,향일암로 833,[기타축종] ,검정색,2019,35,전남-여수-2021-00750,20211231,20220110,http://www.animal.go.kr/files/shelter/2021/12/202112310912115.jpg,종료(자연사),F,N,[Table],유기동물보호소,061-659-4429,"전라남도 여수시 주동1길 32 (주삼동, 여수시농업기술센터) 여수시 유기동물보호소",전라남도 여수시,축산정책팀,061-659-4429,,999,1,8309,0
444460202100676 ,http://www.animal.go.kr/files/shelter/2021/12/202112311512897_s.jpg,2021-12-30,홍성읍 도청대로 155-10 빙고애견 카페 부근,[개] 믹스견,검정,2019,10,충남-홍성-2021-00545,20211231,20220107,http://www.animal.go.kr/files/shelter/2021/12/202112311512897.jpg,종료(입양),M,U,[Table],금일동물보호센터,010-5432-5665,충청남도 홍성군 홍동면 충절로 625 (홍동면) ,충청남도 홍성군,박철,041-630-1727,,999,1,8309,0
443439202100680 ,http://www.animal.go.kr/files/shelter/2021/12/20211231171211_s.jpg,2021-12-30,소가주1길 153-33,[개] 믹스견,흰색,2019,24,충북-충주-2021-00409,20211231,20220107,http://www.animal.go.kr/files/shelter/2021/12/20211231171211.jpg,종료(반환),M,N,[Table],충주시동물보호센터,043-851-3168,충청북도 충주시 중앙탑면 일곱실길 70 (중앙탑면) ,충청북도 충주시,충주시,043-850-5864,,999,1,8309,0
442426202100354 ,http://www.animal.go.kr/files/shelter/2021/12/202112311512266_s.jpg,2021-12-30,횡성읍 문정로 14 예삐꽃방 앞,[개] 믹스견,갈색,2018,6.8,강원-횡성-2021-00290,20211231,20220110,http://www.animal.go.kr/files/shelter/2021/12/202112311512266.jpeg,종료(안락사),M,U,[Table],횡성유기동물보호센터,033-731-1119,강원도 원주시 호저면 칠봉로 110-6  ,강원도 횡성군,횡성군,033-340-2395,,999,1,8309,0
442425202100465 ,http://www.animal.go.kr/files/shelter/2021/12/202112311412493_s.jpg,2021-12-30,영귀미면 약바터길 102번지,[개] 믹스견,황색,2018,6,강원-홍천-2021-00260,20211231,20220110,http://www.animal.go.kr/files/shelter/2021/12/202112311412493.jpg,보호중,M,U,[Table],홍천군유기동물보호소,033-434-9435,"강원도 홍천군 화촌면 둔덕이길 68 (화촌면, 홍천군유기동물보호센터) ",강원도 홍천군,홍천군,033-430-2741,,999,1,8309,0
442425202100464 ,http://www.animal.go.kr/files/shelter/2021/12/202112311412437_s.jpg,2021-12-30,서면 개야리 311-24,[개] 믹스견,흰색,2017,7,강원-홍천-2021-00259,20211231,20220110,http://www.animal.go.kr/files/shelter/2021/12/202112311412437.jpg,종료(안락사),F,U,[Table],홍천군유기동물보호소,033-434-9435,"강원도 홍천군 화촌면 둔덕이길 68 (화촌면, 홍천군유기동물보호센터) ",강원도 홍천군,홍천군,033-430-2741,,999,1,8309,0
442420202100800 ,http://www.animal.go.kr/files/shelter/2021/12/202112311312221_s.jpg,2021-12-30,안목해변 큰맘순대국,[개] 삽살개,갈색,2014,24,강원-강릉-2021-00695,20211231,20220110,http://www.animal.go.kr/files/shelter/2021/12/202112311312221.jpg,종료(반환),F,U,[Table],강릉시 동물사랑센터,033-641-7515,강원도 강릉시 성산면 내맬길 172  ,강원도 강릉시,동물정책과,033-640-5587,,999,1,8309,0
441560202101536 ,http://www.animal.go.kr/files/shelter/2021/12/202112311612146_s.jpg,2021-12-30,영북면 운천리 539-30 인근,[개] 믹스견,갈/흰,2018,14,경기-포천-2021-01195,20211231,20220110,http://www.animal.go.kr/files/shelter/2021/12/202112311612146.jpg,종료(안락사),F,U,[Table],한국동물구조관리협회,031-867-9119,경기도 양주시 남면 감악산로 63-37  ,경기도 포천시,차봉환,031-538-3883,,999,1,8309,0
441560202101535 ,http://www.animal.go.kr/files/shelter/2021/12/202112311512637_s.jpg,2021-12-30,신북면 청신로 1196번길 69 인근,[개] 믹스견,갈/흰,2021,4.5,경기-포천-2021-01194,20211231,20220110,http://www.animal.go.kr/files/shelter/2021/12/202112311512637.jpg,종료(반환),M,N,[Table],한국동물구조관리협회,031-867-9119,경기도 양주시 남면 감악산로 63-37  ,경기도 포천시,차봉환,031-538-3883,,999,1,8309,0
441560202101534 ,http://www.animal.go.kr/files/shelter/2021/12/202112311512813_s.jpg,2021-12-30,신북면 청신로 1196번길 69 인근,[개] 믹스견,갈/흰,2018,15,경기-포천-2021-01193,20211231,20220110,http://www.animal.go.kr/files/shelter/2021/12/202112311512813.jpg,종료(반환),F,U,[Table],한국동물구조관리협회,031-867-9119,경기도 양주시 남면 감악산로 63-37  ,경기도 포천시,차봉환,031-538-3883,,999,1,8309,0
441560202101533 ,http://www.animal.go.kr/files/shelter/2021/12/202112311512451_s.jpg,2021-12-30,영북면 운천리 514-6 인근,[개] 믹스견,검/흰/갈,2019,10,경기-포천-2021-01192,20211231,20220110,http://www.animal.go.kr/files/shelter/2021/12/202112311512451.jpg,종료(안락사),M,N,[Table],한국동물구조관리협회,031-867-9119,경기도 양주시 남면 감악산로 63-37  ,경기도 포천시,차봉환,031-538-3883,,999,1,8309,0
441409202101727 ,http://www.animal.go.kr/files/shelter/2021/12/20211231141272_s.jpg,2021-12-30,대곶면 대곶북로68번길 139 인근,[개] 믹스견,흰/연갈,2015,8,경기-김포-2021-00885,20211231,20220110,http://www.animal.go.kr/files/shelter/2021/12/20211231141272.jpg,종료(안락사),F,U,[Table],한국동물구조관리협회,031-867-9119,경기도 양주시 남면 감악산로 63-37 (남면) ,경기도 김포시,김수연,031-980-2893,,999,1,8309,0
441409202101726 ,http://www.animal.go.kr/files/shelter/2021/12/202112311412104_s.jpg,2021-12-30,대곶면 산자뫼로 104번길 57인근,[개] 믹스견,흰,2017,24,경기-김포-2021-00884,20211231,20220110,http://www.animal.go.kr/files/shelter/2021/12/202112311412104.jpg,종료(안락사),M,N,[Table],한국동물구조관리협회,031-867-9119,경기도 양주시 남면 감악산로 63-37 (남면) ,경기도 김포시,김수연,031-980-2893,,999,1,8309,0
441409202101725 ,http://www.animal.go.kr/files/shelter/2021/12/202112311412101_s.jpg,2021-12-30,장기동 21-7 인근,[개] 믹스견,갈/흰,2017,14,경기-김포-2021-00883,20211231,20220110,http://www.animal.go.kr/files/shelter/2021/12/202112311412101.jpg,종료(반환),M,N,[Table],한국동물구조관리협회,031-867-9119,경기도 양주시 남면 감악산로 63-37 (남면) ,경기도 김포시,김수연,031-980-2893,,999,1,8309,0
441409202101724 ,http://www.animal.go.kr/files/shelter/2021/12/20211231141212_s[1].jpg,2021-12-30,대곶면 대곶북로68번길 139 인근,[개] 믹스견,갈/흰,2018,12,경기-김포-2021-00882,20211231,20220110,http://www.animal.go.kr/files/shelter/2021/12/20211231141212.jpg,종료(안락사),M,N,[Table],한국동물구조관리협회,031-867-9119,경기도 양주시 남면 감악산로 63-37 (남면) ,경기도 김포시,김수연,031-980-2893,,999,1,8309,0
441409202101723 ,http://www.animal.go.kr/files/shelter/2021/12/202112311412178_s.jpg,2021-12-30,양촌읍 양곡1로 79 인근,[개] 믹스견,갈/흰,2019,12,경기-김포-2021-00881,20211231,20220110,http://www.animal.go.kr/files/shelter/2021/12/202112311412178.jpg,종료(안락사),F,U,[Table],한국동물구조관리협회,031-867-9119,경기도 양주시 남면 감악산로 63-37 (남면) ,경기도 김포시,김수연,031-980-2893,,999,1,8309,0
441409202101722 ,http://www.animal.go.kr/files/shelter/2021/12/20211231141239_s.jpg,2021-12-30,금호로 823-38,[개] 믹스견,갈/흰,2021,8.2,경기-김포-2021-00880,20211231,20220110,http://www.animal.go.kr/files/shelter/2021/12/20211231141239.jpg,종료(안락사),F,U,[Table],한국동물구조관리협회,031-867-9119,경기도 양주시 남면 감악산로 63-37 (남면) ,경기도 김포시,김수연,031-980-2893,,999,1,8309,0
441409202101721 ,http://www.animal.go.kr/files/shelter/2021/12/202112311412264_s.jpg,2021-12-30,대곶면 대곶북로68번길 139 인근,[개] 믹스견,갈/흰,2021,2.8,경기-김포-2021-00879,20211231,20220110,http://www.animal.go.kr/files/shelter/2021/12/202112311412264.jpg,종료(입양),M,N,[Table],한국동물구조관리협회,031-867-9119,경기도 양주시 남면 감악산로 63-37 (남면) ,경기도 김포시,김수연,031-980-2893,,999,1,8309,0
441409202101720 ,http://www.animal.go.kr/files/shelter/2021/12/202112311412209_s.jpg,2021-12-30,대곶면 대곶북로68번길 139 인근,[개] 믹스견,흰/갈,2021,2.7,경기-김포-2021-00878,20211231,20220110,http://www.animal.go.kr/files/shelter/2021/12/202112311412209.jpg,종료(안락사),M,N,[Table],한국동물구조관리협회,031-867-9119,경기도 양주시 남면 감악산로 63-37 (남면) ,경기도 김포시,김수연,031-980-2893,,999,1,8309,0
441409202101719 ,http://www.animal.go.kr/files/shelter/2021/12/202112311412185_s.jpg,2021-12-30,대곶면 대곶북로68번길 139 인근,[개] 믹스견,갈/흰,2021,2.4,경기-김포-2021-00877,20211231,20220110,http://www.animal.go.kr/files/shelter/2021/12/202112311412185.jpg,종료(안락사),M,N,[Table],한국동물구조관리협회,031-867-9119,경기도 양주시 남면 감악산로 63-37 (남면) ,경기도 김포시,김수연,031-980-2893,,999,1,8309,0
441409202101718 ,http://www.animal.go.kr/files/shelter/2021/12/202112311412759_s.jpg,2021-12-30,대곶면 대곶북로68번길 139 인근,[개] 믹스견,흰/갈,2021,3,경기-김포-2021-00876,20211231,20220110,http://www.animal.go.kr/files/shelter/2021/12/202112311412759.jpg,종료(안락사),M,N,[Table],한국동물구조관리협회,031-867-9119,경기도 양주시 남면 감악산로 63-37 (남면) ,경기도 김포시,김수연,031-980-2893,,999,1,8309,0
441409202101717 ,http://www.animal.go.kr/files/shelter/2021/12/202112311412377_s.jpg,2021-12-30,대곶면 대곶북로68번길 139 인근,[개] 믹스견,갈/검,2021,2.6,경기-김포-2021-00875,20211231,20220110,http://www.animal.go.kr/files/shelter/2021/12/202112311412377.jpg,종료(입양),M,N,[Table],한국동물구조관리협회,031-867-9119,경기도 양주시 남면 감악산로 63-37 (남면) ,경기도 김포시,김수연,031-980-2893,,999,1,8309,0
441398202100637 ,http://www.animal.go.kr/files/shelter/2021/12/202112311512817_s.jpg,2021-12-30,장자호수길 125 장자호수공원 일대,[개] 믹스견,흰,2019,15,경기-구리-2021-00175,20211231,20220110,http://www.animal.go.kr/files/shelter/2021/12/202112311512817.jpg,종료(입양),M,N,[Table],한국동물구조관리협회,031-867-9119,경기도 양주시 남면 감악산로 63-37  ,경기도 구리시,구리시,031-550-2315,,999,1,8309,0
441394202103022 ,http://www.animal.go.kr/files/shelter/2021/12/202112301712202_s.jpg,2021-12-30,내유동 431-7 부근,[개] 웰시 코기 카디건,"황색,흰색",2020,9,경기-고양-2021-01217,20211231,20220110,http://www.animal.go.kr/files/shelter/2021/12/202112301712202.jpg,종료(입양),M,N,[Table],고양시동물보호센터,031-962-3232,"경기도 고양시 덕양구 고양대로 1695 (원흥동, 고양시 농업기술센터) 고양시동물보호센터",경기도 고양시,조재현(유기동물보호),031-8075-4657,,999,1,8309,0
441394202103021 ,http://www.animal.go.kr/files/shelter/2021/12/202112301712323_s.jpg,2021-12-30,선유동 367-1 부근,[개] 믹스견,검정.황색,2019,8,경기-고양-2021-01216,20211231,20220110,http://www.animal.go.kr/files/shelter/2021/12/202112301712323.jpg,종료(기증),Q,Y,[Table],고양시동물보호센터,031-962-3232,"경기도 고양시 덕양구 고양대로 1695 (원흥동, 고양시 농업기술센터) 고양시동물보호센터",경기도 고양시,조재현(유기동물보호),031-8075-4657,,999,1,8309,0
441394202103020 ,http://www.animal.go.kr/files/shelter/2021/12/202112301712605_s.jpg,2021-12-30,선유동 367-1 부근,[개] 믹스견,"검정,갈색",2018,7.5,경기-고양-2021-01215,20211231,20220110,http://www.animal.go.kr/files/shelter/2021/12/202112301712605.jpg,종료(기증),Q,Y,[Table],고양시동물보호센터,031-962-3232,"경기도 고양시 덕양구 고양대로 1695 (원흥동, 고양시 농업기술센터) 고양시동물보호센터",경기도 고양시,조재현(유기동물보호),031-8075-4657,,999,1,8309,0
441394202103019 ,http://www.animal.go.kr/files/shelter/2021/12/202112301712706_s.jpg,2021-12-30,선유동 367-1 부근,[개] 믹스견,황색.검정,2019,9,경기-고양-2021-01214,20211231,20220110,http://www.animal.go.kr/files/shelter/2021/12/202112301712706.jpg,종료(기증),Q,Y,[Table],고양시동물보호센터,031-962-3232,"경기도 고양시 덕양구 고양대로 1695 (원흥동, 고양시 농업기술센터) 고양시동물보호센터",경기도 고양시,조재현(유기동물보호),031-8075-4657,,999,1,8309,0
441394202103018 ,http://www.animal.go.kr/files/shelter/2021/12/202112301712934_s.jpg,2021-12-30,선유동 367-1 부근,[개] 믹스견,황색,2020,18,경기-고양-2021-01213,20211231,20220110,http://www.animal.go.kr/files/shelter/2021/12/202112301712934.jpg,종료(기증),M,Y,[Table],고양시동물보호센터,031-962-3232,"경기도 고양시 덕양구 고양대로 1695 (원흥동, 고양시 농업기술센터) 고양시동물보호센터",경기도 고양시,조재현(유기동물보호),031-8075-4657,,999,1,8309,0
